,Column2,Column3
0,0.9999999999995453,1.4999999999972715
1,0.9999484363898892,1.4996906263157528
2,0.9997943798626929,1.4987664060150803
3,0.999537867471429,1.4972278455279961
4,0.9991792369767323,1.4950774428162146
5,0.9987179310533929,1.4923125174227088
6,0.998153693131655,1.4889323853370866
7,0.9974876333955678,1.484944736331272
8,0.99671920222931,1.4803475042778964
9,0.995847798472643,1.4751385131684296
10,0.9948749875080435,1.469328722307389
11,0.9937944208667473,1.462882052837621
12,0.992617224314145,1.4558668620153532
13,0.9913382305305845,1.448254461934531
14,0.9899575634641573,1.4400479323796729
15,0.9884753935956259,1.4312508112320825
16,0.9868919113721866,1.4218669341955437
17,0.9852071228689594,1.4118992248551985
18,0.9834213955914236,1.4013529239209501
19,0.9815348812867779,1.3902321695479474
20,0.979547876435338,1.3785421266869409
21,0.9774602536913363,1.3662856426389944
22,0.9752724622173191,1.3534691266782963
23,0.9729847333934787,1.3400978742503362
24,0.9705970792604163,1.3261760708065522
25,0.9681073342753542,1.3116954320331973
26,0.9655135278203357,1.2966491172122108
27,0.9628277736759627,1.2811119652854328
28,0.9600432984140603,1.2650494044892455
29,0.9571604565698215,1.2484684188628479
30,0.954179550656665,1.2313758446740652
31,0.9511012614199335,1.213780828423766
32,0.9479285274832353,1.1957054796496047
33,0.9446554563890226,1.1771217938566576
34,0.9412853087553227,1.1580540974358096
35,0.9376440788790245,1.1375292559706829
36,0.9340764320930817,1.117496342975224
37,0.9304118806564642,1.0969988030000954
38,0.9266532222596255,1.0760585829724412
39,0.9227086001108733,1.0541734821557025
40,0.9187576682846212,1.0323469590953822
41,0.9147129104699622,1.010099125741287
42,0.9105790054615779,0.987462375562189
43,0.9063477208196349,0.9643985731048403
44,0.9020227133513473,0.9409349262051806
45,0.8976052149037432,0.9170853654671853
46,0.8930958929483042,0.8928608220033865
47,0.8884950039699571,0.8682701162387219
48,0.8838029081406868,0.843322741313806
49,0.8790203074834427,0.8180301029048584
50,0.8741531408246982,0.7924311408410541
51,0.8691914824543271,0.7664814995134521
52,0.8641235706622413,0.7401286361221844
53,0.8589824774035534,0.7135526894590383
54,0.8537542787689826,0.6866891055490368
55,0.8484382984496963,0.6595426388286477
56,0.8430354538845966,0.6321263295192234
57,0.8375463051396639,0.6044514397593088
58,0.8319711565051906,0.5765280157697533
59,0.8263108421041646,0.548368823336681
60,0.8205655394467276,0.5199834135824971
61,0.8147361021711635,0.49138474854318204
62,0.8088231279841218,0.4625845570860574
63,0.8028273653054334,0.43359533544979145
64,0.7967491465450702,0.40442760756089324
65,0.7905944909063888,0.3751189471545961
66,0.784355805259595,0.3456420877332831
67,0.7780346575544583,0.31601378506764977
68,0.7716244890396028,0.286213056256884
69,0.7651325240829568,0.25628333822866933
70,0.7585281143846951,0.22609470093600365
71,0.7518728348625445,0.1959382794127173
72,0.7451584900021304,0.16578352566676507
73,0.7383753028336947,0.13559426350425074
74,0.7315097517115429,0.10531955054724945
75,0.7245757909819712,0.07503023063144759
76,0.7175607241617028,0.044680178578401786
77,0.7104704201059884,0.014304653536738886
78,0.7033092830321607,-0.016068157202364524
79,0.6960829013333528,-0.04640578341402554
80,0.6887801176735617,-0.07674584849278324
81,0.6814041473814516,-0.10706516379407105
82,0.6739665926894727,-0.1373070958156272
83,0.6664611571460247,-0.1674885780467452
84,0.6584301013476361,-0.19940940491802478
85,0.6507841885218134,-0.22943981991001455
86,0.6430505232579009,-0.2594580736132195
87,0.6352632371403979,-0.28932185861370774
88,0.6274110046299866,-0.3190662938075731
89,0.6194942610142202,-0.3486805817113355
90,0.6115140021078367,-0.37815187567817027
91,0.6034712362193861,-0.40746740116753744
92,0.5953660260816762,-0.4366178849631385
93,0.5871972598942207,-0.4655981339181572
94,0.578980299620248,-0.49434543795494357
95,0.5704540732010938,-0.5237464511048434
96,0.5621092759680877,-0.5520994856118967
97,0.5537151962448726,-0.5801984443425064
98,0.545267066463754,-0.6080514786900361
99,0.5367519218527188,-0.6356921231622387
100,0.5281906608162024,-0.6630438774796306
101,0.519572513473341,-0.6901332097289848
102,0.5108958495191485,-0.7169562928323228
103,0.5021746566010303,-0.7434618428029116
104,0.4933944129838971,-0.7696858597088267
105,0.48456130771239064,-0.7956010172041735
106,0.4756890003342075,-0.821159924883127
107,0.4667591737355114,-0.8464076212012279
108,0.45778065480468794,-0.8713106162597736
109,0.4487639385074953,-0.895832782485723
110,0.4396933794719757,-0.9200091961455394
111,0.430575598465226,-0.9438139620189374
112,0.42142641776153905,-0.9671993232380303
113,0.412223712516678,-0.9902148325169016
114,0.40297700926033864,-1.012828590022779
115,0.3932324170657738,-1.036104798505828
116,0.38390383178998483,-1.0578535438109011
117,0.37453390729432656,-1.0791730568605344
118,0.36462190175607445,-1.1011526062793509
119,0.355176163914482,-1.121549677760979
120,0.3456922312279354,-1.1414906438059549
121,0.33617285219116383,-1.160963440348974
122,0.32661855221007274,-1.1799609640565878
123,0.3170312107278448,-1.1984736342733107
124,0.3070939485009194,-1.217079920382344
125,0.29744315028590007,-1.2345827170439985
126,0.28776026476585365,-1.2515820900656576
127,0.27778380589777524,-1.2685084715428414
128,0.26804191417663414,-1.2844605967335778
129,0.2582571047534729,-1.299909803533061
130,0.2483545058306869,-1.314960118300786
131,0.23853030747131834,-1.329309877252915
132,0.22868210123562213,-1.343113489723382
133,0.2185508003293305,-1.3567066430262273
134,0.20866963568535696,-1.3693709494288213
135,0.19874936465839227,-1.3814960701436563
136,0.1888178186037073,-1.3930434941332126
137,0.17886481054239825,-1.404022138648896
138,0.16889369888596822,-1.4144247554298477
139,0.15859478557307188,-1.4245430819670941
140,0.14823803221921186,-1.4340764574113276
141,0.1382161296097602,-1.4426889045470939
142,0.12785847278345924,-1.4509566328124441
143,0.1178161889933137,-1.4583580368332754
144,0.10775686407281414,-1.4651653747355793
145,0.097370197861217,-1.4715571337054023
146,0.08728714358866076,-1.4771428636923976
147,0.07719632724169456,-1.4821221811811796
148,0.06706976474593145,-1.4865049399707764
149,0.05695318870544932,-1.4902690028888443
150,0.04684100203127797,-1.4934177615861175
151,0.03640665145973138,-1.496023667188469
152,0.026286510354530297,-1.4979270581201436
153,0.016162720859294242,-1.4992162993632736
154,0.005538272359385384,-1.4999079826178199
155,-0.004577545234446653,-1.49993713823888
156,-0.014692894409039772,-1.4993523565616544
157,-0.024922814012381757,-1.4981365600251126
158,-0.035043855213612154,-1.4963157846353021
159,-0.04516154162605042,-1.4938813054738755
160,-0.05567952295156505,-1.4906993721716584
161,-0.06578737652967476,-1.4870160632680283
162,-0.07588753288783687,-1.4827232470565925
163,-0.08667681728048802,-1.4774613880383747
164,-0.09675878136373377,-1.4719132146870155
165,-0.10682063353062761,-1.465768056756346
166,-0.11688102923882047,-1.459016475012222
167,-0.1269249520448281,-1.4516701696452543
168,-0.13696201793148996,-1.4437242169324027
169,-0.14723430805698037,-1.4349661755929466
170,-0.15724093154972765,-1.4258258683361216
171,-0.16723237678021757,-1.416099996469318
172,-0.1775163990645616,-1.405463784189454
173,-0.1874817847384927,-1.3945517411738084
174,-0.19741786008513965,-1.3830785655582127
175,-0.2074143951724024,-1.3709378060257995
176,-0.217412821983081,-1.3581949945120593
177,-0.22729050918326896,-1.345017073305631
178,-0.23713907603435594,-1.3312951758527158
179,-0.2469644858856884,-1.317025628133653
180,-0.2567643398535521,-1.3022162213387087
181,-0.26652660475054846,-1.2868907068804347
182,-0.27627076804806516,-1.2710233881663964
183,-0.28598798471969794,-1.2546326177878975
184,-0.2957002497769577,-1.2376840868455345
185,-0.3053577521915611,-1.2202699295295516
186,-0.3149841732758473,-1.202354911757193
187,-0.3251668173036028,-1.1827996227739361
188,-0.3347240126277754,-1.1638795061110825
189,-0.3442482422586701,-1.144479443105448
190,-0.354026395669006,-1.1239959335088372
191,-0.36346727826268205,-1.1036746128969543
192,-0.37287075837315753,-1.0829021926506792
193,-0.3824949512583393,-1.0610928367856418
194,-0.3918508034777734,-1.0393588434414702
195,-0.40114534200381563,-1.0172472437659255
196,-0.4103987617242075,-0.9947185691257114
197,-0.4196088156488987,-0.9717853254891857
198,-0.4287786704177153,-0.948446555384449
199,-0.43791313309354535,-0.9246962635925844
200,-0.446994077770736,-0.9005888833136676
201,-0.45602239897323177,-0.8761307149040959
202,-0.46503041534526934,-0.851240138411419
203,-0.4739705957859094,-0.8260556229910503
204,-0.4828628074820332,-0.8005305274517067
205,-0.49174536518078743,-0.774559487469642
206,-0.500536793375949,-0.7483887554307677
207,-0.5092764923426589,-0.7219123630414729
208,-0.5182154216649683,-0.6943583302457974
209,-0.5268446074113196,-0.6673042789248376
210,-0.5354228483521969,-0.6399671203872612
211,-0.5443116679001831,-0.6111744245631622
212,-0.5527766526824364,-0.5833139167476036
213,-0.5611863599426334,-0.5552096082430111
214,-0.5695385273747218,-0.5268775975075001
215,-0.5778326877834912,-0.4983281547867191
216,-0.5860675959948651,-0.4695743187743986
217,-0.5944732581931921,-0.439804635879511
218,-0.6025905326979308,-0.4106539497084718
219,-0.6106406511565446,-0.3813539854653334
220,-0.6188602206863996,-0.3510360817559425
221,-0.626782430541743,-0.32143135429255537
222,-0.6346403718149752,-0.29169479538765
223,-0.6426197667387318,-0.26111950618997387
224,-0.650335386887709,-0.23119165368484146
225,-0.6579929310385992,-0.20113590810969975
226,-0.6658244549024217,-0.1700333857616791
227,-0.6733397281970224,-0.13984083129468003
228,-0.6807906036069844,-0.10957246212131369
229,-0.6883769968624263,-0.07841133057200148
230,-0.6956891562126258,-0.048049793784494074
231,-0.7029350183790959,-0.01764707980914015
232,-0.7100984106059992,0.012719258235498666
233,-0.7171910398857085,0.043088963077032055
234,-0.7242065271814444,0.07342528203662435
235,-0.7311514255502337,0.10374722125241687
236,-0.7380221721386191,0.13403017970461653
237,-0.7448172403579014,0.16425816460307993
238,-0.7515360907101243,0.19441948691956848
239,-0.7581778733183198,0.22450106276847057
240,-0.7647419070878496,0.2544905533690838
241,-0.7712273671293274,0.2843749554277031
242,-0.7776265487178161,0.31410914781234617
243,-0.783952535643423,0.34374473442525766
244,-0.7901975688669792,0.37323659352985306
245,-0.7963559840262627,0.40254855988331156
246,-0.8024384722790012,0.4317225053803722
247,-0.8084399746000459,0.4607255775939687
248,-0.8143584393910733,0.4895390034223932
249,-0.820193538457291,0.518152321581275
250,-0.8259441299004529,0.5465511171510482
251,-0.83161056886535,0.574728414745653
252,-0.8371912071177036,0.6026673518255928
253,-0.8426863952204758,0.6303610820690397
254,-0.8480952987858773,0.6577969074681194
255,-0.8534050540087442,0.6849005586230029
256,-0.8586393085498989,0.7117843865611454
257,-0.8637856448045155,0.7383769205110576
258,-0.8688436468816025,0.7646678481795686
259,-0.8738120879441345,0.7906426951118632
260,-0.8786869554148518,0.8162722968486653
261,-0.8834760142955733,0.8415896035067765
262,-0.8881750316991665,0.8665646608014461
263,-0.892848249130409,0.8915339879257109
264,-0.8973629792492044,0.9157809495810241
265,-0.9017853783974076,0.9396506060740668
266,-0.9061145083873169,0.9631305069299669
267,-0.910351753870961,0.9862209473278045
268,-0.9144957464054059,1.008907410580741
269,-0.9185466199284412,1.0311836789458928
